,train
2650,"[174, 3120, 818, 635, 3607, 612, 3245, 236, 4398, 8790, 1631, 5019, 6949, 7371, 941, 5421, 1199, 8790, 3883, 4611, 485, 1725, 5443, 442, 7313, 690, 9513, 2293, 690, 1164, 7189, 2667, 4085, 6385, 83, 605, 2274, 5423, 929, 6338, 7880, 2007, 585, 1164, 1755, 501, 1813, 1163, 1796, 3629, 236, 469, 837, 1161, 728, 7482, 183, 2094, 747, 8329, 6512, 313, 3193, 734, 1163, 1949, 9113, 501, 1796, 71, 588, 5119, 73, 501, 1796, 5077, 504, 2006, 2824, 6143, 80, 169, 85, 605, 1295, 263, 908, 364, 2435, 869, 3123, 1841, 1769, 1418, 1107, 4060, 1527, 1817, 4855, 225, 1356, 585, 498, 205, 2754, 790, 4887, 5348, 9459, 734, 3438, 2319, 2719, 929, 307, 6587, 322, 1185, 9080, 71, 1736, 4466, 630, 213, 292, 436, 913, 2198, 506, 183, 2889, 820]"
2651,"[1611, 4052, 176, 2497, 2936, 50, 483, 8262, 4684, 1507, 1628, 9305, 33, 6960, 653, 7232, 2751, 1196, 37, 1507, 6048, 45, 3897, 4913, 8654, 38, 527, 8209, 4006, 8209, 40, 1265, 5772, 3104, 3029, 3386, 7653, 1401, 47, 9041, 5856, 905, 40, 9999, 50, 5839, 1583, 1277, 350, 1835, 1904, 507, 527, 1001, 231, 1062, 2898, 1206, 3100, 2691, 6173, 2042, 744, 2151, 347, 1907, 3806, 361, 731, 1843, 390, 564, 5645, 344, 507, 1120, 4740, 228, 49, 344, 507, 527, 377, 7046, 483, 3860, 4193, 423, 61, 1401, 42, 2751, 905, 3276, 231, 9622, 4201, 231, 3234, 511, 281, 2515, 45, 1340, 1532, 4527, 564, 3191, 575, 44, 539, 3541, 787, 3752, 1394, 4909, 1583, 3202, 215, 8993, 527, 5686, 2671, 5495, 5256, 3908, 1182, 444, 6194, 47, 347, 641, 4099, 215, 708, 42, 4979, 1620, 3354, 2768, 1037]"
2652,"[1611, 4054, 178, 2498, 2937, 50, 484, 8263, 4685, 1509, 1630, 9307, 33, 6962, 655, 7233, 2753, 1198, 37, 1509, 6050, 45, 3898, 4914, 8655, 38, 528, 8210, 4007, 8210, 40, 1266, 5774, 3105, 3032, 3389, 7656, 1404, 47, 9043, 5857, 907, 40, 221, 3198, 50, 5840, 1585, 1278, 351, 1836, 1905, 508, 528, 1003, 233, 1064, 2899, 1207, 3101, 2693, 6175, 2043, 746, 2152, 348, 1909, 3807, 362, 732, 1844, 391, 565, 5647, 345, 508, 1121, 4741, 229, 49, 345, 508, 528, 378, 7047, 484, 3866, 4196, 426, 61, 1404, 42, 2753, 907, 3277, 233, 9623, 4202, 233, 3236, 512, 283, 2516, 45, 1341, 1534, 4528, 565, 3192, 577, 44, 540, 3543, 789, 3753, 1396, 4910, 1585, 3203, 217, 8994, 528, 5688, 2672, 5497, 5257, 3909, 1183, 446, 6195, 47, 348, 643, 4100, 217, 710, 42, 4980, 1621, 3355, 2770, 1039]"
2653,"[174, 5213, 805, 9997, 800, 5758, 2605, 462, 293, 5339, 1162, 289, 5339, 467, 5933, 8492, 2909, 276, 1090, 435, 399, 273, 2757, 435, 279, 448, 273, 191, 1801, 367, 475, 7726, 1086, 4942, 800, 5024, 1113, 6289, 2666, 330, 3015, 422, 5304, 3015, 422, 5499, 5676, 6497, 5676, 1085, 1446, 304, 3970, 5426, 8368, 1960, 805, 4991, 1332, 1866, 2745, 467, 6676, 867, 272, 7745, 3803, 1759, 435, 1549, 185, 198, 2824, 131, 448, 195, 3022, 2879, 179, 7982, 448, 2389, 1383, 9979, 304, 403, 317, 277, 403, 189, 312, 180, 2317, 2163, 5621, 317, 1831, 186, 6708, 278, 1125, 195, 277, 2217, 435, 448, 841, 296, 5200, 278, 2052, 1929, 188, 6740, 6406, 8797]"
2654,"[1357, 1746, 904, 36, 234, 6532, 1746, 862, 58, 526, 5708, 37, 1237, 5708, 3681, 5771, 3103, 8176, 3042, 47, 9185, 49, 563, 341, 503, 1906, 340, 563, 373, 230, 2485, 1915, 2886, 574, 54, 1232, 1000, 828, 2897, 8228, 1668, 1135, 2539, 30, 329, 6970, 4429, 329, 6970, 35, 1903, 230, 944, 5376, 3124, 9644, 1818, 1770, 7767, 682, 8631, 54, 4200, 904, 8588, 1627, 3564, 4161, 5381, 1854, 932, 2493, 230, 652, 2655, 341, 2838, 2964, 1117, 4033, 424, 131, 52, 737, 8339, 1646, 340, 563, 234, 7093, 4850, 1562, 40, 443, 409, 695, 7741, 695, 510, 308, 341, 2426, 3880, 409, 1741, 2999, 852, 47, 234, 1219, 52, 409, 3435, 214, 503, 2838, 8771, 1119, 1301, 573, 707, 52, 409, 419, 3760, 51, 214, 2627, 526, 1854, 297, 1036]"
2655,"[1357, 1748, 906, 36, 238, 5533, 1748, 863, 58, 525, 5709, 37, 1268, 5709, 3680, 5773, 3102, 8178, 3044, 47, 9186, 49, 562, 342, 502, 1908, 343, 562, 376, 232, 2446, 1917, 2885, 576, 54, 1256, 1002, 830, 3156, 8229, 1670, 1140, 2541, 30, 331, 6972, 4428, 331, 6972, 35, 1902, 232, 946, 5375, 3125, 9646, 1887, 1772, 7766, 678, 8633, 54, 4199, 906, 3157, 241, 1629, 3565, 4163, 5380, 1856, 934, 2593, 232, 654, 2654, 342, 2836, 3010, 1155, 4035, 425, 131, 52, 736, 8341, 1645, 343, 562, 238, 7092, 4849, 1564, 40, 445, 412, 696, 7740, 696, 509, 310, 342, 2428, 3879, 412, 1742, 3158, 853, 47, 238, 1218, 52, 412, 3487, 216, 502, 2836, 6930, 1118, 1303, 571, 709, 52, 412, 352, 3005, 51, 216, 2504, 525, 1856, 299, 1038]"
2656,"[174, 5258, 803, 451, 189, 808, 5083, 2604, 461, 517, 5340, 2083, 396, 5340, 711, 5934, 8573, 2903, 293, 1088, 434, 465, 330, 4040, 434, 321, 467, 330, 193, 1799, 366, 694, 7727, 1085, 4973, 808, 5025, 2349, 7126, 2736, 802, 185, 3630, 5690, 185, 3630, 5671, 5872, 6250, 5872, 1549, 1021, 279, 3969, 5658, 8362, 1961, 803, 5007, 1331, 2445, 2744, 711, 6712, 866, 420, 7744, 2852, 1766, 434, 4142, 339, 192, 2595, 131, 467, 224, 3021, 2755, 249, 289, 400, 467, 2390, 1381, 5622, 279, 399, 326, 273, 399, 320, 323, 179, 2316, 2165, 7975, 326, 1944, 190, 6980, 275, 1123, 224, 273, 2208, 434, 467, 873, 295, 5198, 275, 2050, 1926, 189, 6742, 439, 5873, 172]"
2657,"[174, 2674, 4321, 3368, 801, 8786, 785, 529, 276, 5306, 1073, 290, 5306, 448, 5935, 8479, 2911, 313, 1817, 4700, 277, 379, 1764, 304, 460, 277, 206, 2273, 1913, 466, 6790, 1185, 186, 1127, 801, 5028, 897, 6290, 2668, 5983, 2872, 5283, 184, 2872, 8010, 5882, 8421, 5882, 1086, 1450, 3390, 506, 5055, 8635, 2057, 2395, 7117, 161, 1867, 2261, 448, 1607, 225, 2178, 3587, 2778, 1947, 1767, 1077, 1085, 7257, 169, 131, 460, 196, 2724, 2687, 180, 7995, 460, 1089, 6520, 183, 304, 9949, 327, 66, 858, 188, 315, 4169, 462, 2134, 5652, 327, 1877, 194, 6715, 355, 1333, 196, 379, 2436, 1077, 460, 844, 1755, 292, 355, 2054, 1942, 208, 6747, 6152, 820]"
2658,"[174, 2596, 3174, 4714, 832, 6607, 869, 1418, 7313, 765, 1074, 9460, 765, 460, 7189, 8681, 3162, 71, 588, 7580, 716, 1725, 7371, 9528, 2341, 236, 4089, 477, 635, 585, 2256, 3629, 832, 5027, 898, 6571, 2708, 4276, 4948, 438, 3224, 4948, 405, 1163, 6427, 447, 1821, 6427, 1185, 620, 5064, 1186, 6951, 5064, 748, 1841, 908, 4646, 1631, 7336, 6768, 6817, 936, 3245, 7580, 8011, 78, 5932, 1086, 9980, 169, 131, 713, 3110, 1692, 6142, 2754, 9006, 2145, 1566, 223, 2814, 2847, 3007, 2847, 208, 72, 501, 3739, 1377, 504, 1672, 1481, 871, 3227, 1231, 76, 5119, 1976, 586, 5932, 713, 1169, 74, 614, 292, 76, 504, 168, 3419, 2010, 5952, 5217, 301, 820]"
2659,"[1357, 1747, 905, 36, 237, 6533, 1747, 864, 58, 527, 5710, 37, 1269, 5710, 3682, 5772, 3104, 8177, 3043, 47, 9187, 49, 564, 344, 507, 1907, 347, 564, 377, 231, 2484, 1916, 2887, 575, 54, 1257, 1001, 829, 2898, 8230, 1669, 1139, 2540, 30, 332, 6971, 4430, 332, 6971, 35, 1904, 231, 945, 5377, 3126, 9645, 1888, 1771, 7768, 683, 8632, 54, 4201, 905, 8589, 1628, 3566, 4162, 5382, 1855, 933, 2494, 231, 653, 2656, 344, 2837, 3009, 1156, 4034, 423, 131, 52, 738, 8340, 1647, 347, 564, 237, 7094, 4851, 1563, 40, 444, 415, 697, 7742, 697, 511, 309, 344, 2427, 3881, 415, 1743, 3159, 854, 47, 237, 1220, 52, 415, 3488, 215, 507, 2837, 8772, 1120, 1302, 583, 708, 52, 415, 417, 3758, 51, 215, 2466, 527, 1855, 298, 1037]"
2660,"[1357, 1749, 907, 36, 239, 6534, 1749, 865, 58, 528, 5711, 37, 1270, 5711, 3683, 5774, 3105, 8179, 3045, 47, 9188, 49, 565, 345, 508, 1909, 348, 565, 378, 233, 2486, 1918, 2888, 577, 54, 1258, 1003, 831, 2899, 8231, 1671, 1141, 2542, 30, 333, 6973, 4431, 333, 6973, 35, 1905, 233, 947, 5378, 3127, 9647, 1889, 1773, 7769, 684, 8634, 54, 4202, 907, 8590, 1630, 3567, 4164, 5383, 1857, 935, 2495, 233, 655, 2657, 345, 2839, 3011, 1157, 4036, 426, 131, 52, 739, 8343, 1648, 348, 565, 239, 7095, 4852, 1565, 40, 446, 416, 698, 7743, 698, 512, 311, 345, 2429, 3882, 416, 1744, 3160, 855, 47, 239, 1221, 52, 416, 3489, 217, 508, 2839, 8774, 1121, 1304, 584, 710, 52, 416, 418, 3759, 51, 217, 2467, 528, 1857, 300, 1039]"
2661,"[174, 2827, 203, 367, 437, 7467, 7355, 296, 1758, 7004, 4288, 401, 1208, 2162, 4103, 5453, 3585, 842, 3553, 5562, 3071, 842, 363, 1519, 804, 305, 197, 5616, 404, 3072, 437, 1124, 2480, 4974, 6965, 927, 6969, 803, 190, 966, 1292, 132, 2192, 1868, 404, 6176, 8192, 2777, 3591, 448, 6719, 290, 1086, 372, 841, 861, 5948, 624, 646, 590, 873, 841, 183, 7228, 1398, 293, 1939, 3509, 4960, 293, 3509, 323, 288, 448, 295, 288, 5589, 4828, 353, 276, 2194, 453, 318, 1208, 293, 3509, 323, 3507, 190, 3630, 440, 6077, 6909]"
2662,"[1466, 7576, 541, 50, 563, 3986, 3462, 373, 4187, 36, 3784, 9265, 1150, 1053, 909, 4904, 482, 1639, 892, 6085, 9873, 268, 2150, 251, 892, 26, 7325, 28, 530, 251, 1245, 3099, 549, 2245, 2627, 1232, 648, 1540, 1717, 682, 792, 1540, 2556, 549, 2606, 2912, 1045, 2115, 268, 5397, 381, 4439, 280, 520, 329, 563, 1540, 1717, 5859, 346, 340, 900, 486, 8869, 4946, 346, 1109, 1392, 707, 7196, 639, 526, 3209, 214, 1061, 51, 2601, 346, 3530, 909, 4247, 526, 7628, 36, 486, 3784, 9535, 657, 4789, 758, 346, 373, 2939, 1717, 389, 1232, 7628, 36, 486, 1245, 35, 356, 7381, 1130, 4880, 1484]"
2663,"[1466, 7578, 543, 50, 562, 3987, 3461, 376, 4188, 36, 3785, 9267, 1181, 1054, 910, 4905, 481, 1641, 894, 5008, 3116, 3505, 270, 2175, 253, 894, 26, 5643, 5956, 532, 253, 1246, 3098, 551, 2249, 2504, 1256, 649, 1542, 1719, 678, 794, 1542, 2468, 551, 2608, 2714, 1047, 2117, 270, 5397, 374, 4440, 282, 519, 331, 562, 1542, 1719, 5858, 349, 343, 896, 488, 6467, 5601, 349, 1115, 1410, 709, 7195, 637, 525, 3211, 216, 1063, 51, 2569, 349, 3520, 910, 4343, 525, 7629, 36, 488, 3785, 9536, 659, 4897, 757, 349, 376, 2801, 1719, 392, 1256, 7629, 36, 488, 1246, 35, 358, 7088, 1129, 4882, 1486]"
2664,"[174, 3075, 7265, 497, 7468, 711, 450, 295, 1757, 7066, 4307, 400, 1367, 2635, 4101, 5487, 3595, 860, 3554, 5563, 3141, 860, 1380, 973, 840, 923, 264, 6697, 505, 5660, 497, 1148, 3539, 7110, 609, 1128, 1644, 670, 1448, 1798, 439, 1638, 4254, 132, 23, 163, 6751, 505, 372, 465, 1176, 857, 4328, 3248, 467, 8121, 289, 1085, 1184, 873, 868, 5945, 1501, 1643, 1072, 1650, 873, 182, 7897, 1777, 517, 2192, 4042, 7085, 517, 4042, 523, 318, 467, 450, 318, 6408, 7379, 750, 293, 2289, 473, 634, 1367, 517, 4042, 523, 318, 611, 439, 224, 9529, 6103, 7529]"
2665,"[174, 3364, 1862, 442, 3894, 2315, 325, 1756, 6993, 2058, 1467, 1209, 1342, 3719, 5456, 3767, 843, 3552, 5561, 3067, 843, 193, 1522, 806, 182, 203, 6447, 405, 3065, 442, 1164, 2477, 4975, 6945, 928, 6937, 805, 186, 965, 1294, 132, 1939, 1869, 405, 6177, 8191, 2840, 3337, 460, 7301, 322, 1185, 275, 844, 978, 6140, 410, 9527, 841, 844, 223, 7242, 1399, 276, 1940, 3024, 4956, 276, 3024, 8854, 460, 296, 302, 6161, 4822, 306, 313, 2196, 454, 288, 1209, 276, 3024, 312, 3511, 186, 6157, 447, 6062, 6916]"
2666,"[174, 1091, 9543, 612, 7454, 460, 2761, 8930, 6998, 5543, 1694, 9066, 903, 5634, 2675, 851, 3547, 5560, 2795, 851, 9385, 818, 183, 1881, 9717, 180, 225, 733, 143, 1863, 7810, 431, 6158, 2307, 180, 3120, 151, 1202, 6514, 132, 1940, 325, 6513, 5044, 6515, 3081, 1200, 1736, 277, 427, 5205, 160, 4698, 150, 1499, 79, 292, 407, 9524, 844, 1169, 76, 213, 469, 75, 161, 1281, 163, 74, 903, 4922, 5077, 903, 315, 427, 713, 325, 4391, 592, 4824, 4277, 1781, 6146, 302, 1694, 5077, 903, 315, 3301, 194, 2872, 618, 6061, 6924]"
2667,"[1466, 7577, 542, 50, 564, 3988, 3463, 377, 4189, 36, 3786, 9266, 1182, 1055, 911, 4906, 483, 1640, 893, 6086, 9874, 269, 2151, 252, 893, 26, 7326, 28, 531, 252, 1247, 3100, 550, 2247, 2466, 1257, 650, 1541, 1718, 683, 793, 1541, 2557, 550, 2607, 2913, 1046, 2116, 269, 5397, 380, 4441, 281, 521, 332, 564, 1541, 1718, 5860, 350, 347, 901, 492, 6468, 5602, 350, 1114, 1409, 708, 7197, 641, 527, 3210, 215, 1062, 51, 2602, 350, 3528, 911, 4248, 527, 7630, 36, 492, 3786, 9537, 658, 4898, 759, 350, 377, 2938, 1718, 393, 1257, 7630, 36, 492, 1247, 35, 357, 7087, 1131, 4881, 1485]"
2668,"[1466, 7579, 544, 50, 565, 3989, 3464, 378, 4190, 36, 3787, 9268, 1183, 1056, 912, 4907, 484, 1642, 895, 6087, 9875, 271, 2152, 254, 895, 26, 7327, 28, 533, 254, 1248, 3101, 552, 2251, 2467, 1258, 651, 1543, 1720, 684, 795, 1543, 2558, 552, 2609, 2914, 1048, 2118, 271, 5397, 382, 4442, 283, 522, 333, 565, 1543, 1720, 5861, 351, 348, 902, 493, 6469, 5603, 351, 1116, 1411, 710, 7198, 643, 528, 3212, 217, 1064, 51, 2603, 351, 3532, 912, 4249, 528, 7631, 36, 493, 3787, 9538, 660, 4899, 760, 351, 378, 2940, 1720, 394, 1258, 7631, 36, 493, 1248, 35, 359, 7089, 1132, 4883, 1487]"
2669,"[174, 2677, 453, 456, 9462, 5457, 3710, 295, 3942, 323, 456, 295, 2072, 429, 289, 317, 1168, 272, 188, 7264, 2144, 977, 1067, 4278, 524, 497, 472, 7866, 4027, 447, 477, 314, 202, 5240, 5781, 288, 1320, 459, 475, 9453, 1234, 306, 1090, 471, 475, 197, 290, 2357, 4155, 399, 6153, 438, 5056, 1426, 3378, 7954, 2190, 6815, 5498, 6815, 475, 197, 2109, 471, 1158, 7961, 2317, 3336, 316, 471, 289, 4958, 2875, 4478, 3436, 5712, 3452, 441, 323, 306, 6708, 2071, 466, 922, 55, 553, 438, 353, 4381, 321, 296, 1293, 326, 6297, 590, 326, 317, 2916, 323, 441, 193, 1078, 937, 6594, 4892, 279, 1078, 499, 5651, 2855, 7057, 1078, 499, 1122, 9394, 8807, 430, 326, 317, 2916, 323, 441, 2680, 842, 4994, 1313, 320, 2677, 453, 456, 7508, 7185, 993, 5246, 1271, 1136, 3345, 1194, 2352, 937, 1112, 3969, 1080, 7565, 2334, 6942, 2190, 986, 2316, 323, 9084, 497, 2926, 199, 51, 553, 314, 1123, 2926, 456, 2071, 3436, 1112, 188, 842, 353, 3668, 615, 971, 2352, 466, 1069, 1080, 499, 441, 3616, 2706, 2821, 51, 717]"
2670,"[1536, 334, 6546, 606, 2521, 1204, 3090, 514, 476, 1204, 3747, 514, 4493, 823, 39, 476, 408, 1117, 354, 259, 661, 1968, 375, 1679, 3579, 707, 2659, 510, 568, 7831, 39, 5228, 578, 153, 65, 568, 2802, 1219, 43, 534, 737, 375, 365, 761, 41, 918, 1980, 2263, 1636, 2802, 685, 5039, 234, 534, 4600, 707, 49, 9583, 156, 56, 514, 1788, 2000, 39, 8918, 761, 1665, 9177, 5368, 9177, 5039, 5242, 685, 47, 1349, 5242, 2426, 4208, 375, 1101, 5371, 408, 4622, 409, 9652, 2762, 5700, 1845, 685, 44, 538, 625, 354, 1219, 5034, 2762, 3186, 1286, 56, 758, 354, 823, 32, 4493, 1488, 9736, 33, 9563, 3519, 8704, 514, 334, 1081, 2101, 7746, 39, 6284, 44, 2521, 777, 6125, 3038, 4349, 2521, 777, 39, 1233, 334, 7637, 45, 9563, 3519, 8704, 606, 2245, 892, 32, 4220, 1393, 27, 1045, 334, 6546, 3394, 6343, 526, 2585, 4216, 2417, 1618, 46, 1233, 4964, 2280, 7662, 334, 3255, 2965, 1045, 234, 4447, 606, 1598, 1788, 3929, 1598, 7319, 1665, 1434, 2641, 1943, 538, 558, 1144, 2232, 510, 625, 1414, 1286, 3275, 1237, 625, 389, 5501, 4493, 8067, 234, 892, 31, 1434, 3654, 4679, 1045, 334, 3255, 2013, 1488, 1598, 777, 44, 1851, 424, 34, 5106, 2810, 1761]"
2671,"[1536, 336, 6280, 604, 2522, 1205, 3091, 513, 478, 1205, 3748, 513, 4494, 824, 39, 478, 411, 1155, 360, 261, 663, 1967, 383, 1688, 3581, 709, 2658, 509, 567, 7833, 39, 5230, 580, 152, 65, 567, 2806, 1218, 43, 536, 736, 383, 8876, 41, 917, 1981, 2265, 1701, 2806, 687, 5038, 238, 536, 4595, 709, 49, 9582, 8313, 513, 1790, 2002, 39, 8919, 763, 1664, 9178, 5367, 9178, 5038, 5244, 687, 47, 1389, 5244, 2428, 4207, 383, 1100, 5372, 411, 4621, 412, 9655, 2764, 5702, 1847, 687, 44, 537, 631, 360, 1218, 5035, 2764, 3188, 1284, 56, 757, 360, 824, 32, 4494, 1537, 9737, 33, 9562, 3523, 8705, 513, 336, 1083, 2103, 7748, 39, 6286, 44, 2522, 779, 6124, 3039, 4348, 2522, 779, 39, 1339, 336, 7638, 45, 9562, 3523, 8705, 604, 2249, 894, 32, 4222, 1395, 27, 1047, 336, 6280, 3393, 6344, 525, 2587, 4218, 2419, 1619, 46, 1339, 4966, 2299, 7661, 336, 3080, 2874, 1047, 238, 4450, 604, 1600, 1790, 3931, 1600, 7320, 1664, 1435, 2643, 1958, 537, 559, 1146, 2234, 509, 631, 1415, 1284, 3314, 1268, 631, 392, 5500, 4494, 8440, 238, 894, 31, 1435, 3656, 4678, 1047, 336, 3080, 1993, 1537, 1600, 779, 44, 1850, 425, 34, 5108, 2811, 1762]"
2672,"[174, 2932, 7058, 7681, 5454, 3972, 450, 6717, 523, 524, 450, 2071, 5648, 326, 1167, 420, 189, 6156, 2590, 975, 1065, 4274, 856, 735, 706, 7867, 5463, 440, 466, 395, 201, 5233, 5263, 318, 1319, 458, 694, 9465, 1521, 353, 1088, 470, 694, 264, 289, 2352, 4154, 465, 226, 1188, 441, 4968, 1425, 3858, 6680, 2388, 6816, 5145, 6816, 694, 264, 2136, 470, 1374, 8032, 2316, 3194, 314, 470, 396, 4476, 2829, 4379, 3334, 5713, 3451, 615, 523, 353, 6980, 3135, 475, 1344, 43, 553, 441, 750, 4380, 623, 295, 1330, 589, 6298, 1072, 589, 2259, 8957, 615, 363, 1080, 1035, 6595, 4893, 321, 1080, 572, 4848, 2853, 6769, 1080, 572, 1626, 294, 326, 210, 572, 590, 589, 2259, 8957, 615, 2698, 860, 5352, 1311, 974, 2932, 7058, 7506, 7507, 2983, 323, 619, 1502, 1530, 1188, 706, 2038, 3270, 1035, 3302, 5659, 8425, 1555, 676, 6750, 473, 2388, 1613, 619, 4996, 7439, 5145, 4306, 39, 553, 395, 1526, 6737, 524, 3135, 3334, 3302, 189, 860, 750, 3991, 1166, 5489, 3270, 475, 1122, 5829, 3808, 8277, 5570, 3151, 39, 717]"
2673,"[174, 2715, 454, 457, 8376, 5787, 3707, 296, 5788, 312, 457, 296, 2407, 432, 290, 327, 1288, 267, 208, 1962, 2143, 1071, 1405, 9952, 456, 437, 440, 7811, 4364, 143, 740, 2572, 3390, 5786, 302, 751, 821, 466, 8602, 1235, 319, 211, 9950, 466, 203, 322, 3319, 75, 292, 403, 6952, 498, 191, 3149, 161, 3846, 3466, 2189, 6592, 6491, 6592, 466, 8331, 2262, 1159, 2372, 3466, 462, 3439, 9497, 290, 4480, 3327, 4396, 3299, 5698, 3453, 438, 312, 319, 6715, 2072, 477, 921, 67, 553, 498, 306, 3384, 279, 325, 1370, 317, 6296, 430, 317, 2184, 500, 312, 438, 191, 1087, 938, 6593, 4891, 304, 1087, 500, 4612, 2856, 9520, 1087, 500, 1069, 9396, 8333, 431, 317, 2184, 500, 312, 438, 2717, 843, 4992, 1535, 189, 2715, 454, 457, 7504, 7188, 992, 4044, 1272, 1137, 3346, 1193, 2357, 938, 1111, 3970, 1078, 7567, 2597, 7262, 2189, 985, 2317, 312, 9083, 437, 2928, 200, 63, 553, 316, 1125, 2928, 457, 2072, 3299, 1111, 208, 843, 306, 3667, 441, 1500, 2357, 477, 1104, 1078, 3606, 2125, 2546, 2823, 63, 717]"
2674,"[174, 1040, 8137, 6451, 1161, 3708, 325, 3763, 315, 591, 2761, 588, 835, 5465, 7064, 307, 75, 263, 665, 2611, 1610, 7934, 86, 292, 457, 442, 447, 7868, 7959, 3608, 9962, 4235, 1231, 8905, 4610, 371, 5146, 2132, 291, 690, 1527, 433, 4023, 690, 477, 1354, 598, 4560, 292, 716, 1683, 929, 3631, 2004, 5465, 247, 765, 2142, 1316, 765, 6493, 1316, 5146, 669, 6225, 2197, 9075, 3739, 364, 2841, 1110, 1589, 1406, 705, 504, 1011, 6384, 5714, 3448, 498, 315, 3536, 1231, 2407, 740, 5684, 553, 929, 319, 75, 835, 304, 5743, 160, 327, 1076, 613, 431, 327, 1765, 671, 315, 498, 206, 733, 1093, 6585, 4885, 455, 733, 8454, 364, 6767, 447, 325, 733, 671, 1104, 211, 766, 72, 671, 506, 327, 1765, 671, 315, 498, 2369, 851, 4542, 1355, 6943, 8137, 7505, 7177, 1865, 2198, 1592, 211, 1962, 447, 1274, 3319, 77, 151, 1099, 7091, 1087, 7392, 203, 1755, 613, 2142, 208, 3466, 8424, 704, 821, 442, 4590, 645, 553, 364, 1333, 4590, 591, 2407, 6384, 205, 1020, 851, 319, 3669, 438, 200, 1040, 163, 740, 1780, 1087, 1375, 498, 2129, 2553, 3834, 75, 717]"
2675,"[1536, 335, 6281, 607, 2523, 1206, 3092, 515, 479, 1206, 3749, 515, 4495, 825, 39, 479, 413, 1156, 361, 260, 662, 1969, 390, 1686, 3580, 708, 2660, 511, 569, 7832, 39, 5229, 579, 154, 65, 569, 2807, 1220, 43, 545, 738, 390, 8875, 41, 919, 1982, 2264, 1702, 2807, 686, 5040, 237, 545, 4599, 708, 49, 9584, 157, 56, 515, 1789, 2001, 39, 8920, 762, 1666, 9179, 5369, 9179, 5040, 5243, 686, 47, 1390, 5243, 2427, 4209, 390, 1102, 5373, 413, 4623, 415, 9658, 2765, 5701, 1846, 686, 44, 539, 632, 361, 1220, 5036, 2765, 3187, 1285, 56, 759, 361, 825, 32, 4495, 1538, 9738, 33, 9564, 3525, 8706, 515, 335, 1082, 2102, 7747, 39, 6285, 44, 2523, 778, 6126, 3040, 4350, 2523, 778, 39, 1340, 335, 7639, 45, 9564, 3525, 8706, 607, 2247, 893, 32, 4221, 1394, 27, 1046, 335, 6281, 3395, 6345, 527, 2586, 4217, 2418, 1620, 46, 1340, 4965, 2298, 7663, 335, 3254, 2966, 1046, 237, 4448, 607, 1599, 1789, 3930, 1599, 7321, 1666, 1436, 2642, 1957, 539, 560, 1145, 2233, 511, 632, 1416, 1285, 3276, 1269, 632, 393, 5502, 4495, 8442, 237, 893, 31, 1436, 3655, 4680, 1046, 335, 3254, 2015, 1538, 1599, 778, 44, 1852, 423, 34, 5104, 2809, 1760]"
2676,"[1536, 337, 6282, 608, 2524, 1207, 3093, 516, 480, 1207, 3750, 516, 4496, 826, 39, 480, 414, 1157, 362, 262, 664, 1970, 391, 1690, 3582, 710, 2661, 512, 570, 7834, 39, 5231, 581, 155, 65, 570, 2808, 1221, 43, 546, 739, 391, 8877, 41, 920, 1983, 2266, 1703, 2808, 688, 5041, 239, 546, 4601, 710, 49, 9585, 159, 56, 516, 1791, 2003, 39, 8921, 764, 1667, 9180, 5370, 9180, 5041, 5245, 688, 47, 1391, 5245, 2429, 4210, 391, 1103, 5374, 414, 4624, 416, 9661, 2766, 5703, 1848, 688, 44, 540, 633, 362, 1221, 5037, 2766, 3189, 1287, 56, 760, 362, 826, 32, 4496, 1539, 9739, 33, 9565, 3527, 8707, 516, 337, 1084, 2104, 7749, 39, 6287, 44, 2524, 780, 6127, 3041, 4351, 2524, 780, 39, 1341, 337, 7640, 45, 9565, 3527, 8707, 608, 2251, 895, 32, 4223, 1396, 27, 1048, 337, 6282, 3396, 6346, 528, 2588, 4219, 2420, 1621, 46, 1341, 4967, 2300, 7664, 337, 3256, 2968, 1048, 239, 4452, 608, 1601, 1791, 3932, 1601, 7322, 1667, 1437, 2644, 1959, 540, 561, 1147, 2235, 512, 633, 1417, 1287, 3277, 1270, 633, 394, 5503, 4496, 8444, 239, 895, 31, 1437, 3657, 4681, 1048, 337, 3256, 2017, 1539, 1601, 780, 44, 1853, 426, 34, 5110, 2812, 1763]"
